name,type,address,위도,경도
무악배드민턴장,배드민턴장,서울특별시 종로구 통일로18가길 46,37.5777709,126.9594924
묵2동문화체육복합센터,생활체육관,서울특별시 중랑구 중랑역로 181,37.6161192,127.0779451
묵동다목적체육관,생활체육관,서울특별시 중랑구 숙선옹주로 66,37.6183293,127.0867775
문래청소년센터,생활체육관,서울특별시 영등포구 문래로 110,37.5179855,126.9056506
문래청소년센터 수영장,수영장,서울특별시 영등포구 문래로 110,37.5179855,126.9056506
미성체육관,생활체육관,서울특별시 관악구 난우16길 37,37.4775895,126.9192268
박미족구장,기타,경기도 안양시 만안구 경수대로 1431,37.4315519,126.9036484
반포종합운동장 게이트볼장,기타,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장 농구장,농구장,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장 배드민턴장,배드민턴장,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장 인라인스케이트장,기타,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장 족구장,기타,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장 축구장,축구장,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장 테니스장,테니스장,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장 풋살경기장,축구장,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장체육센터,생활체육관,서울특별시 서초구 신반포로16길 30,37.5013484,126.9974301
반포종합운동장체육센터 골프연습장,골프연습장,서울특별시 서초구 신반포로16길 30 ,37.5013484,126.9974301
반포종합운동장체육센터 탁구장,기타,서울특별시 서초구 신반포로16길 30,37.5013484,126.9974301
반포한강공원 농구장,농구장,서울특별시 서초구 신반포로11길 40,37.5034254,126.9926665
반포한강공원 배드민턴장,배드민턴장,서울특별시 서초구 신반포로11길 40,37.5034254,126.9926665
반포한강공원 축구장,축구장,서울특별시 서초구 신반포로11길 40,37.5034254,126.9926665
방배열린문화센터 골프연습장(코오롱스포렉스 방배점),골프연습장,서울특별시 서울 서초구 방배로 173,37.489007,126.9923344
방배열린문화센터 수영장(코오롱스포렉스 방배점),수영장,서울특별시 서울 서초구 방배로 173,37.489007,126.9923344
방배열린문화센터(코오롱스포렉스 방배점),생활체육관,서울특별시 서울 서초구 방배로 173,37.489007,126.9923344
방화근린공원 농구장,농구장,서울특별시 강서구 금낭화로 176,37.5685495,126.8111555
방화동 구립 배드민턴장,테니스장,서울특별시 강서구 금낭화로26가길 152-8,37.582662,126.8125961
방화동테니스장,테니스장,서울특별시 강서구 방화3동 36-14,37.5835328,126.8212775
보라매공원 인공암벽장,기타,서울특별시 동작구 여의대방로20길 33,37.4904437,126.9179364
보라매공원 축구장,축구장,서울특별시 동작구 여의대방로20길 35,37.4957316,126.9180762
보라매공원 테니스장,테니스장,서울특별시 동작구 여의대방로20길 33,37.4904437,126.9179364
봉래체육문화센터,수영장,서울특별시 중구 손기정로 73,37.5569187,126.9616157
봉래초등학교,기타,서울특별시 중구 중림동 손기정로 73,37.5552447,126.9637745
봉은테니스장,테니스장,서울특별시 강남구 삼성동 75,37.5147838,127.0543618
북성초등학교,기타,서울특별시 서대문구 북아현로1나길 22,37.5591219,126.9511432
북아현문화체육센터,생활체육관,서울특별시 서대문구 북아현로 51,37.568432,126.949715
북악골프연습장,골프연습장,서울특별시 성북구 북악산로 537-14,37.6005111,127.0171049
북한산국제클라이밍센터,기타,서울특별시 강북구 삼양로173길 80,37.6615268,127.0087182
불암산스포츠타운 론볼장,기타,서울특별시 노원구 중계로 36,37.6385145,127.0840912
불암산스포츠타운 배드민턴장,배드민턴장,서울특별시 노원구 중계로 36,37.6385145,127.0840912
불암산스포츠타운 야구장,야구장,서울특별시 노원구 중계로 36,37.6385145,127.0840912
불암산스포츠타운 족구장,기타,서울특별시 노원구 중계로 36,37.6385145,127.0840912
불암산스포츠타운 축구장,축구장,서울특별시 노원구 중계로 36,37.6385145,127.0840912
불암산스포츠타운 테니스장,테니스장,서울특별시 노원구 중계로 36,37.6385145,127.0840912
불암산스포츠타운 풋살장,축구장,서울특별시 노원구 중계로 36,37.6385145,127.0840912
사당종합체육관,생활체육관,서울특별시 동작구 사당로27길 232,37.4928048,126.9696613
산악문화체험센터,기타,서울특별시 마포구 하늘공원로 112,37.5734326,126.8833088
살곶이체육공원 인라인스케이트장,기타,서울특별시 성동구 사근동길 16-18,37.560049,127.0419964
살곶이체육공원 축구장,축구장,서울특별시 성동구 사근동길 16-18,37.560049,127.0419964
삼광초등학교,기타,서울특별시 용산구 두텁바위로1나길 19,37.5466315,126.9766364
삼선어린이공원 배드민턴장,배드민턴장,서울특별시 성북구 삼선교로10다길 61,37.5846613,127.0090707
삼일공원 청소년농구장,농구장,서울특별시 동작구 사당로23길 57-7,37.4854784,126.9759355
상경초등학교,기타,서울특별시 노원구 수락산로 237,37.6713734,127.0518094
상계구민체육센터,생활체육관,서울특별시 노원구 덕릉로 748,37.6455224,127.056785
상도스포츠클럽,생활체육관,서울특별시 동작구 성대로2길 11 ,37.499131,126.931397
상원중학교,기타,서울특별시 노원구 수락산로 182,37.6713734,127.0518094
샘터근린공원 배드민턴장,배드민턴장,서울특별시 강동구 동남로 990,37.565911,127.1564239
샘터근린공원 족구장,기타,서울특별시 강동구 동남로 990,37.565911,127.1564239
서남물재생센터공원 축구장,축구장,서울특별시 강서구 양천로 201,37.5477666,126.879678
서남물재생센터공원 탁구장,기타,서울특별시 강서구 양천로 201,37.5477666,126.879678
서남물재생센터공원 테니스장,테니스장,서울특별시 강서구 양천로 201,37.5477666,126.879678
서남물재생센터공원 파크골프장,골프연습장,서울특별시 강서구 양천로 201 ,37.5477666,126.879678
서낭당근린공원 농구장,농구장,서울특별시 강서구 공항대로43길 46,37.5605736,126.8505094
서대문구립 인조잔디구장,축구장,서울특별시 서대문구 백련사길 39 ,37.5806951,126.9314183
서대문돌산구장,축구장,서울특별시 서대문구 홍은1동 10-305,37.6011352,126.9468969
서대문문화체육회관,생활체육관,서울특별시 서대문구 백련사길 39,37.5806951,126.9314183
서대문문화체육회관 골프장,골프연습장,서울특별시 서대문구 백련사길 39 ,37.5806951,126.9314183
서대문문화체육회관 수영장,수영장,서울특별시 서대문구 백련사길 39 ,37.5806951,126.9314183
서대문청소년센터,생활체육관,서울특별시 서대문구 연희로32길 129,37.5761212,126.9372833
서부여성발전센터 수영장,수영장,서울특별시 양천구 남부순환로 371 ,37.5327968,126.8304943
서빙고동 헬스장,기타,서울특별시 용산구 서빙고로 279 ,37.5255234,126.9687515
서울곰두리체육센터,생활체육관,서울특별시 송파구 동남로 271 ,37.5032633,127.1376839
서울곰두리체육센터 골프연습장,골프연습장,서울특별시 송파구 동남로 271,37.5032633,127.1376839
서울곰두리체육센터 수영장,수영장,서울특별시 송파구 동남로 271,37.5032633,127.1376839
서울숲 스케이트파크,기타,서울특별시 성동구 뚝섬로 273,37.5385509,127.0164807
서울숲공원 다목적구장,기타,서울특별시 성동구 뚝섬로 273,37.5385509,127.0164807
서울숲공원 테니스장,테니스장,서울특별시 성동구 뚝섬로 273,37.5385509,127.0164807
서울숲복합문화체육센터,생활체육관,서울특별시 성동구 왕십리로11길 19,37.5490806,127.0424141
서울시립강북청소년센터 수영장,수영장,서울특별시 강북구 4.19로 74,37.6474473,127.0125342
서울시립강북청소년센터 체육관,생활체육관,서울특별시 강북구 4.19로 74,37.6474473,127.0125342
서울시립금천청소년센터 체육관,생활체육관,서울특별시 금천구 금하로30길 54 ,37.4484259,126.9156038
서울시립망우청소년센터,생활체육관,서울특별시 중랑구 송림길 156,37.6026734,127.1009394
서울시립망우청소년센터 수영장,수영장,서울특별시 중랑구 송림길 156,37.6026734,127.1009394
서울시인재개발원 축구장,축구장,서울특별시 서초구 남부순환로340길 58,37.4809753,127.0229242
서울시인재개발원 테니스장,테니스장,서울특별시 서초구 남부순환로340길 58,37.4809753,127.0229242
서울월드컵경기장,축구장,서울특별시 마포구 월드컵로 240,37.5683021,126.8972477
서울장애인종합복지관 수중재활센터,수영장,서울특별시 강동구 고덕로 201,37.5550222,127.1486968
서일중학교,기타,서울특별시 서초구 서운로21길 2,37.4989925,127.0222358
서일체육문화센터,생활체육관,서울특별시 서초구 서운로21길 2,37.4989925,127.0222358
서초구민체육센터,생활체육관,서울특별시 서초구 사평대로 55,37.498928,126.991309
서초구민체육센터 골프연습장,골프연습장,서울특별시 서초구 사평대로 55 ,37.498928,126.991309
서초구민체육센터 농구장,농구장,서울특별시 서초구 사평대로 55,37.498928,126.991309
서초구민체육센터 라켓볼장,기타,서울특별시 서초구 사평대로 55,37.498928,126.991309
서초구민체육센터 수영장,수영장,서울특별시 서초구 사평대로 55,37.498928,126.991309
서초국민체육센터 탁구장,기타,서울특별시 서초구 사평대로 55,37.498928,126.991309
서초종합체육관,생활체육관,서울특별시 서초구 양재대로12길 73-48,37.4587041,127.0472969
서초종합체육관 수영장,수영장,서울특별시 서초구 양재대로12길 73-48,37.4587041,127.0472969
선우체육관,배드민턴장,서울특별시 관악구 문성로16다길 133-70,37.473826,126.9118047
선유중학교,기타,서울특별시 영등포구 선유로 213,37.531622,126.8943042
성내천족구장,기타,서울특별시 송파구 올림픽로 474,37.5107334,127.0710581
성내하니공원 배드민턴장,배드민턴장,서울특별시 강동구 성내로3가길 71,37.5298971,127.1251782
성동교육문화관,생활체육관,서울특별시 중구 퇴계로90길 17,37.5640199,127.0227128
성동교육문화관 수영장,수영장,서울특별시 중구 퇴계로90길 17,37.5640199,127.0227128
성동구립용답체육센터,생활체육관,서울특별시 성동구 천호대로78길 15-48,37.5614904,127.0553344
성동구립용답체육센터 수영장,수영장,서울특별시 성동구 천호대로78길 15-48,37.5614904,127.0553344
성동구민종합체육센터,생활체육관,서울특별시 성동구 왕십리로 89,37.5633682,127.0307057
성동구민종합체육센터 수영장,수영장,서울특별시 성동구 왕십리로 89 ,37.5633682,127.0307057
성보고등학교,기타,서울특별시 관악구 남부순환로156길 39,37.4801738,126.9200321
성북구립휘트니스,생활체육관,서울특별시 성북구 보문로29길 49,37.5867727,127.0136032
성북구민체육센터,생활체육관,서울특별시 성북구 화랑로13길 144,37.6049233,127.0418097
성북구민회관 헬스장,기타,서울특별시 성북구 성북로4길 177,37.5953619,127.008624
성북종합레포츠타운,생활체육관,서울특별시 성북구 한천로58길 307,37.6102626,127.0700035
성북종합레포츠타운 골프장,골프연습장,서울특별시 성북구 한천로58길 307 ,37.6102626,127.0700035
성북종합레포츠타운 수영장,수영장,서울특별시 성북구 한천로58길 307 ,37.6102626,127.0700035
성북종합레포츠타운 족구장,기타,서울특별시 성북구 한천로58길 307,37.6102626,127.0700035
성북종합레포츠타운 풋살장,축구장,서울특별시 성북구 한천로58길 307,37.6102626,127.0700035
성북펜싱체육관,기타,서울특별시 성북구 종암로24가길 109 ,37.5997903,127.0375179
성일초등학교,기타,서울특별시 강동구 성내로15길 33,37.5290635,127.1290395
소리공원 농구장,농구장,서울특별시 송파구 법원로5길 3,37.4821186,127.1195237
소리공원 배드민턴장,배드민턴장,서울특별시 송파구 법원로5길 3,37.4821186,127.1195237
손기정문화체육센터,생활체육관,서울특별시 중구 손기정로 101  ,37.5569187,126.9616157
손기정문화체육센터 축구장,축구장,서울특별시 중구 손기정로 101  ,37.5569187,126.9616157
손기정문화체육센터 테니스장,테니스장,서울특별시 중구 손기정로 101 ,37.5569187,126.9616157
솔밭근린공원 배드민턴장,배드민턴장,서울특별시 강북구 삼양로 561,37.6472838,127.015154
송이공원 미니풋살장,축구장,서울특별시 송파구 송이로31길 4,37.4881408,127.1318774
송이공원 배드민턴장,배드민턴장,서울특별시 송파구 송이로31길 4,37.4881408,127.1318774
송정체육공원 게이트볼장,기타,서울특별시 성동구 송정동 73-254,37.5592623,127.0565718
송파구배드민턴체육관,배드민턴장,서울특별시 송파구 문정로 176,37.500963,127.1415815
송파구여성축구장,축구장,서울특별시 송파구 올림픽로 474,37.5107334,127.0710581
송파구체육문화회관,생활체육관,서울특별시 송파구 양산로 15,37.4911217,127.1436859
송파구체육문화회관 골프장,골프연습장,서울특별시 송파구 양산로 15 ,37.4911217,127.1436859
송파구체육문화회관 수영장,수영장,서울특별시 송파구 양산로 15 ,37.4911217,127.1436859
송파시각장애인축구장,축구장,서울특별시 송파구 올림픽로 474,37.5107334,127.0710581
송파아우름체육센터,기타,서울특별시 송파구 문정로 196,37.500963,127.1415815
송파아우름체육센터 라켓볼장,기타,서울특별시 송파구 오금로 455,37.4955662,127.1403702
송파청소년수련센터,생활체육관,서울특별시 송파구 중대로4길 4,37.4882659,127.1126497
송파테니스장,테니스장,서울특별시 송파구 가락로 153,37.5111185,127.118789
송학대 무브 스포츠 파크(송학대공원 다목적구장),생활체육관,서울특별시 동작구 상도로 지하188,37.5051304,126.9407772
수락산스포츠타운 야구장,야구장,서울특별시 노원구 수락산로8길 39,37.6674109,127.0711621
수락산스포츠타운 축구장,축구장,서울특별시 노원구 수락산로8길 39,37.6674109,127.0711621
수락산스포츠타운 테니스장,테니스장,서울특별시 노원구 수락산로8길 39,37.6674109,127.0711621
수명산다목적체육관,배드민턴장,서울특별시 강서구 강서로47마길 15,37.5525037,126.831389
수서청소년센터,수영장,서울특별시 강남구 광평로 144,37.4826593,127.0795689
수서청소년센터,생활체육관,서울특별시 강남구 광평로 144,37.4826593,127.0795689
수송중학교,기타,서울특별시 강북구 한천로122길 21,37.6363781,127.0340228
수송초등학교,기타,서울특별시 강북구 한천로124길 14,37.6376039,127.03291
수암초등학교,기타,서울특별시 노원구 중계로12길 9,37.6474641,127.0815726
숭인근린공원,배드민턴장,서울특별시 종로구 동망산길 150,37.5801046,127.0153713
숭인중학교,기타,서울특별시 동대문구 천호대로47길 34,37.5742478,127.0436895
시립구로청소년센터,생활체육관,서울특별시 구로구 구로동로 141,37.4974913,126.8832011
시립구로청소년센터 수영장,수영장,서울특별시 구로구 구로동로 141,37.4974913,126.8832011
시립노원청소년센터,생활체육관,서울특별시 노원구 덕릉로70길 99,37.6421138,127.0606926
시립노원청소년센터 수영장,수영장,서울특별시 노원구 덕릉로70길 99,37.6421138,127.0606926
시립성동청소년센터,생활체육관,서울특별시 성동구 고산자로 260,37.5431546,127.0360823
시립성동청소년센터 수영장,수영장,서울특별시 성동구 고산자로 260,37.5431546,127.0360823
시립성북청소년센터 드론축구장,기타,서울특별시 성북구 한천로 660-9 ,37.6112657,127.0622558
시립성북청소년센터 수영장,수영장,서울특별시 성북구 한천로 660-9 ,37.6112657,127.0622558
신구초등학교,기타,서울특별시 강남구 압구정로18길 28,37.5237775,127.0248791
신길근린공원 농구장,농구장,서울특별시 영등포구 도림로80길 8,37.5020277,126.9057248
신길근린공원 배드민턴장,배드민턴장,서울특별시 영등포구 도림로80길 8,37.5020277,126.9057248
신길종합사회복지관 수영장,수영장,서울특별시 영등포구 영등포로84길 24-5,37.510908,126.9219987
신길종합사회복지관 체육관,생활체육관,서울특별시 영등포구 영등포로84길 24-5,37.510908,126.9219987
신내근린공원 농구장,농구장,서울특별시 중랑구 신내로 66,37.6050454,127.0956718
신내차량기지체육시설 야구장,야구장,서울특별시 중랑구 용마산로136길 33 ,37.6119499,127.1044906
신내차량기지체육시설 축구장,축구장,서울특별시 중랑구 용마산로136길 33 ,37.6119499,127.1044906
신도림생활체육관,생활체육관,서울특별시 구로구 경인로67길 149 ,37.5119755,126.888113
신도림생활체육관 수영장,수영장,서울특별시 구로구 경인로67길 149 ,37.5119755,126.888113
신도림테니스장,테니스장,서울특별시 구로구 신도림동 301,37.50941,126.88285
신도봉중학교,기타,서울특별시 도봉구 도봉로115길 16,37.6489205,127.0330248
신동교육문화회관,수영장,서울특별시 서초구 나루터로 27,37.5151502,127.0165894
신동중학교,기타,서울특별시 서초구 나루터로 27,37.5151502,127.0165894
신림체육센터,생활체육관,서울특별시 관악구 난곡로58길 13,37.4797766,126.915596
신림체육센터 수영장,수영장,서울특별시 관악구 난곡로58길 13 ,37.4797766,126.915596
신목고등학교,기타,서울특별시 양천구 안양천로 739,37.545866,126.8818371
신월문화체육센터,생활체육관,서울특별시 양천구 지양로 47,37.5207799,126.834536
신월문화체육센터 수영장,수영장,서울특별시 양천구 지양로 47 ,37.5207799,126.834536
신월야구공원,야구장,서울특별시 양천구 남부순환로64길 26,37.5272582,126.8328173
신정교 제1풋살장,축구장,서울특별시 구로구 경인로67길 160,37.5144539,126.882684
신정교 제2풋살장,축구장,서울특별시 구로구 경인로67길 160,37.5144539,126.882684
아남어린이공원 족구장,기타,서울특별시 성동구 연무장5길 9-26,37.5441865,127.0528823
아차산배수지체육공원,기타,서울특별시 광진구 천호대로 731 ,37.5548861,127.0850103
아차산배수지체육공원 축구장,축구장,서울특별시 광진구 천호대로 731,37.5548861,127.0850103
아차산배수지체육공원 테니스장,테니스장,서울특별시 광진구 천호대로 731 ,37.5548861,127.0850103
아트큐브 농구장,농구장,서울특별시 광진구 능동로 27,37.5339225,127.0674487
아트큐브 인라인스케이트장,기타,서울특별시 광진구 능동로 27,37.5339225,127.0674487
아트큐브 족구장,기타,서울특별시 광진구 능동로 27,37.5339225,127.0674487
아현중학교,기타,서울특별시 마포구 마포대로 247,37.5565938,126.9559271
안양천 다목적구장,생활체육관,경기도 안양시 만안구 경수대로 1431,37.4315519,126.9036484
안양천 박미풋살장,축구장,서울특별시 금천구 시흥동 673-2,37.4507049,126.9085555
안양천 소규모 축구장,축구장,서울특별시 금천구 벚꽃로 115,37.4811303,126.8831768
안양천고척교하부 X게임장,기타,서울특별시 구로구 구로동,37.4945849,126.8845477
안양천오금교하부 인라인스케이트장,기타,서울특별시 구로구 구로동,37.4945849,126.8845477
안양천좌안 파크골프장,골프연습장,서울특별시 구로구 안양천로539길 6,37.5044759,126.8668919
안양천체육생태공원 게이트볼장,기타,서울특별시 구로구 신도림동,37.50941,126.88285
안양천체육생태공원 국궁장,기타,서울특별시 구로구 신도림동,37.50941,126.88285
안양천체육생태공원 농구장,농구장,서울특별시 양천구 신정동 871-4,37.5162407,126.8521196
안양천체육생태공원 야구장,야구장,서울특별시 양천구 신정동 871-4,37.5162407,126.8521196
안양천체육생태공원 야구장,야구장,서울특별시 구로구 신도림동,37.50941,126.88285
안양천체육생태공원 양궁장,기타,서울특별시 구로구 신도림동,37.50941,126.88285
안양천체육생태공원 인라인스케이트장,기타,서울특별시 구로구 신도림동,37.50941,126.88285
안양천체육생태공원 인라인스케이트장,기타,서울특별시 양천구 신정동 871-4,37.5162407,126.8521196
안양천체육생태공원 족구장,기타,서울특별시 양천구 신정동 871-4,37.5162407,126.8521196
안양천체육생태공원 축구장,축구장,서울특별시 구로구 신도림동,37.50941,126.88285
안양천체육생태공원 파크골프장,골프연습장,서울특별시 양천구 목동 411 ,37.53608,126.87585
양재근린공원 축구장,축구장,서울특별시 서초구 양재2동 311 ,37.4542766,127.0436621
양재시민의숲 테니스장,테니스장,서울특별시 서초구 매헌로 99 ,37.4685166,127.0363487
양재천근린공원 족구장,기타,서울특별시 서초구 논현로 75-2,37.4836836,127.0421261
양재천수영장,수영장,서울특별시 서초구 양재동 126-1,37.46838,127.0361
양천구민체육센터,생활체육관,서울특별시 양천구 목동동로 87,37.5372875,126.8852886
양천구민체육센터 수영장,수영장,서울특별시 양천구 목동동로 87 ,37.5372875,126.8852886
양천로 족구장,기타,서울특별시 강서구 방화동 54-5,37.57682,126.81422
양천주민편익시설,생활체육관,서울특별시 양천구 목동서로 20,37.528099,126.8743901
양화한강공원 농구장,농구장,서울특별시 영등포구 노들로 221,37.5480083,126.8811817
양화한강공원 배구장,기타,서울특별시 영등포구 노들로 221,37.5480083,126.8811817
양화한강공원 축구장,축구장,서울특별시 영등포구 노들로 221,37.5480083,126.8811817
어린이대공원 게이트볼장,기타,서울특별시 광진구 능동로 216,37.5493982,127.0790977
어린이대공원 축구장,축구장,서울특별시 광진구 능동로 216,37.5493982,127.0790977
어린이대공원 테니스장,테니스장,서울특별시 광진구 능동 18,37.544801,127.0741717
어린이대공원 풋살경기장,축구장,서울특별시 광진구 능동로 216,37.5493982,127.0790977
언남문화체육센터,생활체육관,서울특별시 서초구 동산로13길 35,37.472583,127.042431
언남중학교,기타,서울특별시 서초구 동산로 55,37.4723652,127.0438888
언북문화체육센터,생활체육관,서울특별시 강남구 삼성로135길 42 ,37.5200168,127.0456761
언북초등학교,기타,서울특별시 강남구 삼성로135길 42,37.5200168,127.0456761
언주초등학교,기타,서울특별시 강남구 남부순환로363길 19,37.4868606,127.0378491
에코파크 족구장,기타,서울특별시 강남구 개포로140길 18,37.494588,127.0863735
에코파크 풋살장,축구장,서울특별시 강남구 개포로140길 18,37.494588,127.0863735
여의도중학교,기타,서울특별시 영등포구 국제금융로7길 46,37.5233762,126.9329253
여의도한강공원 게이트볼장,기타,서울특별시 영등포구 여의동로 330,37.5218417,126.939103
여의도한강공원 수영장,수영장,서울특별시 영등포구 여의동로 330,37.5218417,126.939103
여의도한강공원 족구장,기타,서울특별시 영등포구 여의동로 330,37.5218417,126.939103
여의도한강공원 축구장,축구장,서울특별시 영등포구 여의동로 330,37.5218417,126.939103
여의도한강공원 파크골프장,골프연습장,서울특별시 영등포구 여의도동 70-1 ,37.5267088,126.9238
역삼청소년센터,생활체육관,서울특별시 강남구 논현로64길 7,37.4937001,127.0423656
역삼청소년센터,수영장,서울특별시 강남구 논현로64길 7 ,37.4937001,127.0423656
열린금호교육문화관,생활체육관,서울특별시 성동구 무수막길 69,37.5508993,127.0231793
열린금호교육문화관 수영장,수영장,서울특별시 성동구 무수막길 69 ,37.5508993,127.0231793
염리생활체육관,생활체육관,서울특별시 마포구 염리동 174-3,37.54914,126.94915
염창근린공원다목적체육관,생활체육관,서울특별시 강서구 양천로63길 42-21,37.5577712,126.8666448
영등포 다목적배드민턴 체육관,생활체육관,서울특별시 영등포구 도신로15길 5,37.5071418,126.8976056
영등포 제1스포츠센터,생활체육관,서울특별시 영등포구 신풍로 1,37.4999831,126.9112328
영등포 제1스포츠센터 골프연습장,골프연습장,서울특별시 영등포구 신풍로 1 ,37.4999831,126.9112328
영등포 제1스포츠센터 수영장,수영장,서울특별시 영등포구 신풍로 1 ,37.4999831,126.9112328
영등포 제2스포츠센터,생활체육관,서울특별시 영등포구 국회대로 615 ,37.5278049,126.9149882
영등포 제2스포츠센터 수영장,수영장,서울특별시 영등포구 국회대로 615 ,37.5278049,126.9149882
영등포 파크골프장,골프연습장,서울특별시 영등포구 노들로 11,37.5480083,126.8811817
영등포공원 농구장,농구장,서울특별시 영등포구 신길로 275,37.5185398,126.9123621
영등포공원 배드민턴장,배드민턴장,서울특별시 영등포구 신길로 275,37.5185398,126.9123621
영등포공원 풋살경기장,축구장,서울특별시 영등포구 신길로 275,37.5185398,126.9123621
영등포클라이밍경기장,기타,서울특별시 영등포구 도신로15길 11 ,37.5071418,126.8976056
영롱이억새구장,축구장,서울특별시 영등포구 노들로 56,37.5480083,126.8811817
영롱이인라인스케이트장,기타,서울특별시 영등포구 노들로 56,37.5480083,126.8811817
영학정 국궁장,기타,서울특별시 양천구 안양천로 916,37.545866,126.8818371
영희초등학교,기타,서울특별시 강남구 일원로 21,37.4919919,127.0812822
예일여자고등학교,기타,서울특별시 은평구 구산동 연서로 117,37.6093881,126.9162384
