name,type,address,위도,경도
오금공원 테니스장,테니스장,서울특별시 송파구 오금로 363,37.5209534,127.1048052
오금공원체육시설,기타,서울특별시 송파구 오금로 363,37.5209534,127.1048052
오동골프클럽,골프연습장,서울특별시 강북구 오현로 117,37.6295889,127.0393876
오동근린공원 실내배드민턴장,배드민턴장,서울특별시 강북구 덕릉로42길 49 ,37.6337511,127.0319159
오동근린공원 테니스장,테니스장,서울특별시 강북구 월계로 191-40 ,37.6113118,127.0342458
오류고가 하부 배드민턴장,배드민턴장,서울특별시 구로구 경인로 89,37.4972922,126.8580648
오륜테니스장,테니스장,서울특별시 송파구 방이동 439-8,37.5141564,127.1195472
오목공원 농구장,농구장,서울특별시 양천구 목동서로 159-2,37.5185366,126.8674178
오목교 족구장,기타,서울특별시 영등포구 양평동 488,37.53142,126.89373
오솔길실버공원 게이트볼장,기타,서울특별시 양천구 남부순환로72길 16,37.5204224,126.8366684
오솔길실버공원 배드민턴장,배드민턴장,서울특별시 양천구 남부순환로72길 16,37.5204224,126.8366684
온조대왕문화체육관,생활체육관,서울특별시 강동구 고덕로 285,37.5543648,127.14305
온조대왕문화체육관 수영장,수영장,서울특별시 강동구 고덕로 285 ,37.5543648,127.14305
올림픽공원 수영장,수영장,서울특별시 송파구 올림픽로 424 ,37.5154371,127.1288645
올림픽공원 스케이트장,기타,서울특별시 송파구 올림픽로 424 ,37.5154371,127.1288645
올림픽공원 스포츠센터,생활체육관,서울특별시 송파구 올림픽로 424,37.5154371,127.1288645
올림픽공원 실내테니스장,테니스장,서울특별시 송파구 올림픽로 424 ,37.5154371,127.1288645
올림픽공원 올림픽테니스장,테니스장,서울특별시 송파구 올림픽로 424 ,37.5154371,127.1288645
올림픽기념국민생활관,생활체육관,서울특별시 종로구 성균관로 91,37.5851253,126.9971254
올림픽기념국민생활관 수영장,수영장,서울특별시 종로구 성균관로 91,37.5851253,126.9971254
옹기골근린공원 농구장,농구장,서울특별시 강서구 양천로 149,37.5477666,126.879678
옹기골근린공원 족구장,기타,서울특별시 강서구 양천로 149,37.5477666,126.879678
와룡근린공원 배드민턴장,배드민턴장,서울특별시 종로구 와룡공원길 192,37.5900918,126.9897554
와룡스포츠센터,생활체육관,서울특별시 종로구 명륜길 26,37.5892318,126.9945765
와우산배드민턴장,배드민턴장,서울특별시 마포구 와우산로30길 87,37.5502747,126.9272291
용답동 풋살장,축구장,서울특별시 성동구 용답동 248 ,37.56211,127.05467
용두문화복지센터,생활체육관,서울특별시 동대문구 고산자로28길 13,37.5751551,127.0387537
용마폭포공원축구장,축구장,서울특별시 중랑구 용마산로 250-12 ,37.587697,127.095871
용마폭포공원테니스장,테니스장,서울특별시 중랑구 용마산로 250-12 ,37.587697,127.095871
용문동 헬스장,기타,서울특별시 용산구 새창로12길 13 ,37.5377041,126.9561176
용산2가동 헬스장,기타,서울특별시 용산구 신흥로 90 ,37.546128,126.9855719
용산문화체육센터,생활체육관,서울특별시 용산구 백범로 350 ,37.5372658,126.9677293
용산문화체육센터 수영장,수영장,서울특별시 용산구 백범로 350 ,37.5372658,126.9677293
용산청소년센터,생활체육관,서울특별시 용산구 이촌로71길 24 ,37.5209899,126.9727551
용산청소년센터 수영장,수영장,서울특별시 용산구 이촌로71길 24 ,37.5209899,126.9727551
용왕산 배드민턴장,배드민턴장,서울특별시 양천구 용왕정길 41,37.5431135,126.8762026
용왕산근린공원 게이트볼장,기타,서울특별시 양천구 용왕정길 41,37.5431135,126.8762026
용왕산근린공원 테니스장,테니스장,서울특별시 양천구 용왕정길 41,37.5431135,126.8762026
용허리근린공원 농구장,농구장,서울특별시 서초구 서초대로70길 20,37.4939127,127.0237232
우면산자연생태어린이놀이터,기타,서울특별시 서초구 우면동 71,37.4647545,127.0188666
우면체육시설 다목적구장,기타,서울특별시 서초구 양재대로 13 ,37.4670061,127.0451724
우면체육시설 족구장,기타,서울특별시 서초구 우면동 440-5,37.4647545,127.0188666
우이초등학교,기타,서울특별시 강북구 삼양로99길 36,37.638971,127.0163746
우장산근린공원 농구장,농구장,서울특별시 강서구 우장산로 72-1,37.5550151,126.8379452
우장산근린공원 배드민턴장,배드민턴장,서울특별시 강서구 우장산로 72-1,37.5550151,126.8379452
우장산근린공원 축구장,축구장,서울특별시 강서구 우장산로 72-1,37.5550151,126.8379452
우장산근린공원 테니스장,테니스장,서울특별시 강서구 우장산로10길 112,37.5497039,126.8424099
원효로다목적체육관,생활체육관,서울특별시 용산구 청파로 83,37.5466567,126.9702546
원효초등학교,기타,서울특별시 용산구 효창원로13길 38,37.5358147,126.952021
월계구민체육센터,생활체육관,서울특별시 노원구 월계로 298,37.6253505,127.0514209
월계구민체육센터 수영장,수영장,서울특별시 노원구 월계로 298 ,37.6253505,127.0514209
월곡배드민턴장,배드민턴장,서울특별시 성북구 화랑로13길 130,37.6049233,127.0418097
월드컵공원 다목적구장,기타,서울특별시 마포구 상암동 1538,37.5715723,126.8728063
월드컵공원 축구장,축구장,서울특별시 마포구 월드컵북로 502-36,37.5738258,126.8980671
월드컵공원 테니스장,테니스장,서울특별시 마포구 하늘공원로 84,37.5734326,126.8833088
월드컵공원 파크골프장,골프연습장,서울특별시 마포구 하늘공원로 86 ,37.5734326,126.8833088
월천근린공원 배드민턴장,배드민턴장,서울특별시 도봉구 노해로70길 86,37.6492084,127.052171
육사야구장,야구장,서울특별시 노원구 공릉동 25-5,37.63021,127.08818
은평구립축구장,축구장,서울특별시 은평구 진관1로 46,37.6306233,126.9247431
은평구민체육센터,생활체육관,서울특별시 은평구 진관1로 40,37.6304628,126.9235744
은평구민체육센터 골프장,골프연습장,서울특별시 은평구 진관1로 40 ,37.6304628,126.9235744
은평구민체육센터 수영장,수영장,서울특별시 은평구 진관1로 40  ,37.6304628,126.9235744
은평구민체육센터 테니스장,테니스장,서울특별시 은평구 진관1로 40,37.6304628,126.9235744
은평구생활체육광장 농구장,농구장,서울특별시 은평구 증산로5길 35-27,37.5849003,126.9038133
은평구생활체육광장 배드민턴장,배드민턴장,서울특별시 은평구 증산로5길 35-27,37.5849003,126.9038133
은평구생활체육광장 족구장,기타,서울특별시 은평구 증산로5길 35-27,37.5849003,126.9038133
은평구생활체육광장 축구장(인조잔디구장),축구장,서울특별시 은평구 증산로5길 35-27,37.5849003,126.9038133
은평구생활체육광장 풋살경기장,축구장,서울특별시 은평구 증산로5길 35-27,37.5849003,126.9038133
은평인공암벽장,기타,서울특별시 은평구 통일로 1078,37.6387399,126.9171364
은평청소년센터 수영장,수영장,서울특별시 은평구 백련산로4길 16,37.5948666,126.9246131
은평청소년센터 체육관,생활체육관,서울특별시 은평구 백련산로4길 16,37.5948666,126.9246131
은평청여울수영장,수영장,서울특별시 은평구 통일로 767,37.61356,126.9267996
은평통일로스포츠센터,생활체육관,서울특별시 은평구 통일로 1045,37.6357834,126.9165398
은평통일로스포츠센터 수영장,수영장,서울특별시 은평구 통일로 1045 ,37.6357834,126.9165398
응봉 테니스장,테니스장,서울특별시 성동구 응봉동 240-1,37.55236,127.03356
응봉공원(대현산배수지) 테니스장,테니스장,서울특별시 성동구 금호로 172-1,37.5494303,127.0263593
응봉교하단체육시설,기타,서울특별시 성동구 응봉동 234-3,37.55236,127.03356
응봉근린공원,기타,서울특별시 성동구 행당로 15,37.556331,127.0273552
응봉근린공원 배드민턴장,배드민턴장,서울특별시 성동구 독서당로63길 85,37.5536026,127.0301665
응봉근린공원 한남테니스장,테니스장,서울특별시 용산구 다산로 8-12,37.5474811,127.0039438
응봉산 인공암벽 등반시설,기타,서울특별시 성동구 독서당로60길 13-1,37.5493035,127.0311005
이문체육문화센터,생활체육관,서울특별시 동대문구 한천로58길 81-49,37.6011199,127.0686752
이촌2동 헬스장,기타,서울특별시 용산구 이촌로18길 20 ,37.5261901,126.9551442
이촌한강공원 X게임장,기타,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 게이트볼장,기타,서울특별시 용산구 이촌동 375-1,37.52086,126.96612
이촌한강공원 농구장,농구장,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 배구장,기타,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 배드민턴장,배드민턴장,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 우드볼장,기타,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 인라인스케이트장,기타,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 족구장,기타,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 축구장,축구장,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 테니스장,테니스장,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이촌한강공원 풋살경기장,축구장,서울특별시 용산구 이촌로72길 62,37.5193125,126.9718036
이태원2동 헬스장,기타,서울특별시 용산구 회나무로13길 58 ,37.541409,126.9898029
이태원초등학교,기타,서울특별시 용산구 녹사평대로40길 19,37.5362114,126.9882042
이화금란고등학교,기타,서울특별시 서대문구 성산로 560,37.5633158,126.943894
인왕산도시자연공원,배드민턴장,서울특별시 서대문구 봉원사길 75-66,37.570264,126.9482474
일원스포츠문화센터,생활체육관,서울특별시 강남구 영동대로 22,37.4911258,127.0736601
일자산도시자연공원 X게임장,기타,서울특별시 강동구 동남로 660,37.5522756,127.156348
일자산제1체육관,생활체육관,서울특별시 강동구 동남로 660,37.5522756,127.156348
일자산제2체육관,생활체육관,서울특별시 강동구 동남로 620,37.565911,127.1564239
자매근린공원 다목적구장,기타,서울특별시 영등포구 여의대방로 372-1,37.5180036,126.9309794
자양문화체육센터,생활체육관,서울특별시 광진구 뚝섬로52길 66,37.5302627,127.0788303
자양유수지 다목적구장,축구장,서울특별시 광진구 뚝섬로52길 74,37.5302627,127.0788303
잠실 론볼링장,기타,서울특별시 송파구 한가람로 65,37.5177899,127.0930145
잠실 제2수영장,수영장,서울특별시 송파구 올림픽로 25,37.5150262,127.0737253
잠실2동배드민턴장,배드민턴장,서울특별시 송파구 백제고분로 11,37.5158577,127.0784644
잠실6동체육시설,기타,서울특별시 송파구 오금로 20,37.520691,127.1038301
잠실7동배드민턴장,배드민턴장,서울특별시 송파구 올림픽로4길 69,37.5074868,127.0745148
잠실근린공원 농구장,농구장,서울특별시 송파구 백제고분로15길 7,37.5074695,127.084787
잠실근린공원 족구장,기타,서울특별시 송파구 백제고분로15길 7,37.5074695,127.084787
잠실실내골프연습장,골프연습장,서울특별시 송파구 올림픽로 25,37.5150262,127.0737253
잠실실내체육관,생활체육관,서울특별시 송파구 올림픽로 25,37.5150262,127.0737253
잠실유수지체육시설,기타,서울특별시 송파구 탄천동로 211,37.5132715,127.0702609
잠실제2수영장,수영장,서울특별시 송파구 올림픽로 25,37.5150262,127.0737253
잠실종합운동장 야구장,야구장,서울특별시 송파구 올림픽로 19-2 ,37.5253547,127.117511
잠실종합운동장 제1수영장,수영장,서울특별시 송파구 올림픽로 25 ,37.5150262,127.0737253
잠실종합운동장 파크골프장,골프연습장,서울특별시 송파구 올림픽로 25 ,37.5150262,127.0737253
잠실종합운동장 풋살경기장,축구장,서울특별시 송파구 올림픽로 25,37.5150262,127.0737253
잠실학생수영장,수영장,서울특별시 송파구 올림픽로 25 ,37.5150262,127.0737253
잠실한강공원 농구장,농구장,서울특별시 송파구 한가람로 65,37.5177899,127.0930145
잠실한강공원 배구장,기타,서울특별시 송파구 한가람로 65,37.5177899,127.0930145
잠실한강공원 수영장,수영장,서울특별시 송파구 한가람로 65,37.5177899,127.0930145
잠실한강공원 족구장,기타,서울특별시 송파구 한가람로 65,37.5177899,127.0930145
잠원체육시설,생활체육관,서울특별시 서초구 잠원로4길 45,37.5121269,127.0098255
잠원한강공원 수영장,수영장,서울특별시 서초구 잠원로 145-57,37.5173689,127.0118869
장군봉근린공원 배드민턴장,배드민턴장,서울특별시 관악구 장군봉길 92-40,37.4803957,126.9390705
장군봉체육관,배드민턴장,서울특별시 관악구 남부순환로194길 81-12,37.4819991,126.9343757
장미동산 게이트볼장,기타,서울특별시 은평구 진흥로 290,37.6062181,126.922506
장미동산 테니스장,테니스장,서울특별시 은평구 진흥로 290,37.6062181,126.922506
장안근린공원 농구장,농구장,서울특별시 동대문구 장한로 191,37.5693989,127.0698815
장안근린공원 배드민턴장,배드민턴장,서울특별시 동대문구 장한로 191,37.5693989,127.0698815
장안근린공원 테니스장,테니스장,서울특별시 동대문구 장한로 191,37.5693989,127.0698815
장위건강누림센터,생활체육관,서울특별시 성북구 장위로21나길 18,37.616034,127.0449722
장위초등학교,기타,서울특별시 성북구 장월로8가길 41,37.6112252,127.0491771
장충고등학교,기타,서울특별시 중구 동호로15길 93,37.5560574,127.0091221
장충체육관,생활체육관,서울특별시 중구 동호로 241,37.5581698,127.0067954
장평테니스장,테니스장,서울특별시 동대문구 장안벚꽃로 67 ,37.5855936,127.0716082
전동초등학교,기타,서울특별시 동대문구 전농로16길 61,37.5781996,127.0612078
정목초등학교,기타,서울특별시 양천구 목동중앙로3길 30-10,37.5374245,126.8705443
정원여자중학교,기타,서울특별시 서대문구 연희로37안길 51,37.5840993,126.9342499
조원생활스포츠센터,기타,서울특별시 관악구 조원로 25,37.4837351,126.9093712
종로구립탁구장,기타,서울특별시 종로구 송월길 154,37.57192,126.9619309
종로구민회관,생활체육관,서울특별시 종로구 지봉로5길 7-5,37.5753951,127.014215
종로구민회관 수영장,수영장,서울특별시 종로구 지봉로5길 7-5 ,37.5753951,127.014215
종로문화체육센터,생활체육관,서울특별시 종로구 인왕산로1길 21,37.5738924,126.9635982
종로문화체육센터 수영장,수영장,서울특별시 종로구 인왕산로1길 21 ,37.5738924,126.9635982
종합행정타운 체력단련실,생활체육관,서울특별시 용산구 녹사평대로 150 ,37.532527,126.99049
중경고등학교,기타,서울특별시 용산구 이촌1동 이촌로84길 34,37.518066,126.9766674
중계구민체육센터,생활체육관,서울특별시 노원구 노원로22길 1,37.6476476,127.0721259
중곡문화체육센터,생활체육관,서울특별시 광진구 능동로 433 ,37.5537095,127.0780498
중곡문화체육센터 수영장,수영장,서울특별시 광진구 능동로 433 ,37.5537095,127.0780498
중랑구립잔디운동장,축구장,서울특별시 중랑구 송림길 200,37.5992636,127.0951727
중랑구립테니스장,테니스장,서울특별시 중랑구 구리포천고속도로 3,37.6067253,127.1148119
중랑문화체육관,생활체육관,서울특별시 중랑구 사가정로72길 47,37.579754,127.0947951
중랑문화체육관 수영장,수영장,서울특별시 중랑구 사가정로72길 47 ,37.579754,127.0947951
중랑물재생센터 배드민턴장,배드민턴장,서울특별시 성동구 자동차시장3길 64 ,37.5563576,127.0609454
중랑물재생센터 족구장,기타,서울특별시 성동구 자동차시장3길 64,37.5563576,127.0609454
중랑물재생센터 축구장,축구장,서울특별시 성동구 자동차시장3길 64,37.5563576,127.0609454
중랑물재생센터 테니스장,테니스장,서울특별시 성동구 자동차시장3길 64,37.5563576,127.0609454
중랑물재생센터 파크골프장,골프연습장,서울특별시 성동구 자동차시장3길 64,37.5563576,127.0609454
중랑물재생센터 풋살경기장,축구장,서울특별시 성동구 자동차시장3길 64,37.5563576,127.0609454
중랑스포츠클라이밍경기장,기타,서울특별시 중랑구 용마산로 250-12,37.587697,127.095871
중랑워터파크,수영장,서울특별시 동대문구 장안벚꽃로 214,37.5855936,127.0716082
중랑천 제1 ? 4체육공원 게이트볼장,기타,서울특별시 동대문구 장안벚꽃로 74,37.5855936,127.0716082
중랑천 중랑구립 파크골프장,골프연습장,서울특별시 중랑구 동일로157길 75,37.6096586,127.0754332
중랑천 체육공원 게이트볼장,기타,서울특별시 광진구 동일로 399,37.5376859,127.0619948
중랑천 체육공원 농구장,농구장,서울특별시 광진구 동일로 399,37.5376859,127.0619948
중랑천 체육공원 배드민턴장,배드민턴장,서울특별시 광진구 동일로 399,37.5376859,127.0619948
중랑천 체육공원 족구장,기타,서울특별시 광진구 동일로 399,37.5376859,127.0619948
중랑천 파크골프장,골프연습장,서울특별시 도봉구 마들로 932,37.6623169,127.0457766
중랑천 파크골프장,골프연습장,서울특별시 노원구 월계동 230-10  ,37.6289,127.0567
중랑천변 국궁장 살곶이정,기타,서울특별시 성동구 용답동 241-10,37.5613328,127.0580146
중랑천워터파크,수영장,서울특별시 노원구 상계동 770-6,37.66727,127.07242
중랑천제1체육공원 인라인스케이트장,기타,서울특별시 동대문구 장안동,37.57105,127.06806
중랑천제1체육공원 테니스장,테니스장,서울특별시 동대문구 장안벚꽃로 74,37.5855936,127.0716082
중랑천제1체육공원 파크골프장,골프연습장,서울특별시 동대문구 장안벚꽃로 74,37.5855936,127.0716082
중랑천제5체육공원풋살장,축구장,서울특별시 동대문구 한천로 472,37.6023735,127.0675586
중랑청소년센터,생활체육관,서울특별시 중랑구 용마산로 217,37.573274,127.0860471
중랑청소년센터 골프연습장,골프연습장,서울특별시 중랑구 용마산로 217,37.573274,127.0860471
중평중학교,기타,서울특별시 노원구 동일로203길 87,37.6376044,127.0629736
중현초등학교,기타,서울특별시 노원구 섬밭로 181,37.6443269,127.0630994
증산동 풋살경기장,축구장,서울특별시 은평구 증산로5길 35-27,37.5849003,126.9038133
증산초등학교,기타,서울특별시 은평구 증산서길 61,37.5840386,126.9070339
진관근린공원 게이트볼장,기타,서울특별시 은평구 진관4로 78-49,37.6482977,126.9304101
진관동 풋살경기장,축구장,서울특별시 은평구 진관동 246-20 ,37.6421169,126.9354305
창동생활체육테니스장,테니스장,서울특별시 도봉구 창동 1-24,37.64643,127.04326
창동중학교,기타,서울특별시 도봉구 방학로 32,37.6637257,127.0381108
창릉천 다목적구장,생활체육관,서울특별시 은평구 진관3로 77,37.6438115,126.9212641
창일중학교,기타,서울특별시 도봉구 창동 노해로66길 60,37.6467583,127.0475313
천마공원 축구장,축구장,서울특별시 송파구 성내천로29길 32,37.5012618,127.1525241
청계초등학교,기타,서울특별시 노원구 공릉로 431,37.6449677,127.0658801
청구교육문화관,생활체육관,서울특별시 중구 다산로 170,37.556225,127.0121012
청구교육문화관 수영장,수영장,서울특별시 중구 다산로 170,37.556225,127.0121012
청구초등학교,기타,서울특별시 중구 다산로 170,37.556225,127.0121012
청운초등학교,기타,서울특별시 종로구 자하문로 105,37.5857308,126.9695124
청파1동 헬스장,기타,서울특별시 용산구 청파로93길 27 ,37.5539983,126.9672648
초당초등학교,기타,서울특별시 도봉구 해등로32길 11,37.6585879,127.0224833
초안산 창골운동장 축구장,축구장,서울특별시 도봉구 해등로3길 48-11,37.6468721,127.041772
초안산 창골운동장 풋살구장,축구장,서울특별시 도봉구 해등로3길 48-11,37.6468721,127.041772
충무스포츠센터,생활체육관,서울특별시 중구 퇴계로 387,37.5656896,127.0147355
치현초등학교,기타,서울특별시 강서구 방화대로47길 43,37.5761622,126.8150312
탄천 파크골프장,골프연습장,서울특별시 강남구 밤고개로27길 9-13,37.4712585,127.1090738
탄천물재생센터,기타,서울특별시 강남구 개포로 625,37.4872512,127.0617613
탄천유수지체육시설,생활체육관,서울특별시 송파구 삼학사로2길 49,37.4960746,127.0997421
태릉선수촌 국제스케이트장,기타,서울특별시 노원구 화랑로 727,37.6306279,127.0969407
태릉선수촌 실내빙상장,기타,서울특별시 노원구 화랑로 681,37.6302118,127.0974192
태화기독교사회복지관,골프연습장,서울특별시 강남구 광평로 185,37.4878236,127.1033947
태화기독교사회복지관,수영장,서울특별시 강남구 광평로 185 ,37.4878236,127.1033947
파리공원 농구장,농구장,서울특별시 양천구 목동동로 363,37.5140856,126.8570498
포이초등학교,기타,서울특별시 강남구 개포로22길 87,37.4756705,127.0524703
포이테니스장,테니스장,서울특별시 강남구 개포동 1274,37.48421,127.07006
풍납게이트볼장,기타,서울특별시 송파구 풍성로23길 1,37.5354971,127.1199386
풍납배드민턴장,배드민턴장,서울특별시 송파구 풍납동 310-17,37.53387,127.11094
풍납족구장,기타,서울특별시 송파구 올림픽로43길 88,37.5263041,127.1096013
하계중학교,기타,서울특별시 노원구 노원로 261-8,37.6607102,127.0624961
한강다목적운동장 족구장,기타,경기도 고양시 덕양구 자유로 8-1,37.5855007,126.8474806
한강다목적운동장 축구장,축구장,경기도 고양시 덕양구 자유로 8-1,37.5855007,126.8474806
한강로소규모체육센터,생활체육관,서울특별시 용산구 이촌로29길 20,37.5246601,126.9600356
한강로피트니스센터,생활체육관,서울특별시 용산구 서빙고로 17 ,37.5255234,126.9687515
한남동 헬스장,기타,서울특별시 용산구 대사관로5길 1 ,37.5346239,127.0005161
한남제천 헬스장,기타,서울특별시 용산구 대사관로34길 49 ,37.5316672,127.0057043
한내근린공원 농구장,농구장,서울특별시 노원구 마들로 86,37.624737,127.0678469
한내근린공원 배드민턴장,배드민턴장,서울특별시 노원구 마들로 86,37.624737,127.0678469
한전아트센터 스포츠클럽,생활체육관,서울특별시 서초구 효령로72길 60,37.4858068,127.0280123
항동생활체육관,생활체육관,서울특별시 구로구 항동로 24 ,37.4788265,126.8253187
항동생활체육관 볼링장,기타,서울특별시 구로구 항동로 24 ,37.4788265,126.8253187
해누리체육공원,기타,서울특별시 양천구 안양천로 711,37.545866,126.8818371
해누리체육공원 축구장,축구장,서울특별시 양천구 안양천로 711,37.545866,126.8818371
해누리체육공원 풋살구장,축구장,서울특별시 양천구 안양천로 711,37.545866,126.8818371
해마루축구장,축구장,서울특별시 양천구 안양천로 812,37.545866,126.8818371
해오름스포츠센터(해오름휘트니스센터),생활체육관,서울특별시 성북구 성북로4길 52,37.5946336,127.0112729
행복어린이공원 배드민턴장,배드민턴장,서울특별시 강남구 헌릉로569길 25,37.4670385,127.0980066
향림근린공원 실내체육관,생활체육관,서울특별시 은평구 통일로94길 35-1,37.6274597,126.9218777
향림근린공원 축구장,축구장,서울특별시 은평구 통일로94길 35-1,37.6274597,126.9218777
향림근린공원 테니스장,테니스장,서울특별시 은평구 통일로94길 35-1,37.6274597,126.9218777
홍연초등학교,기타,서울특별시 서대문구 백련사길 55,37.580739,126.9328558
홍제 농구장,농구장,서울특별시 서대문구 홍제동 280-9,37.5871,126.94676
홍제게이트볼장,기타,서울특별시 서대문구 홍제3동 278-14,37.5937441,126.9519816
홍제배드민턴장,배드민턴장,서울특별시 서대문구 홍제동 280-9 ,37.5871,126.94676
홍제초등학교,기타,서울특별시 서대문구 홍은중앙로 13,37.5992489,126.9488149
화곡배수지다목적체육관,생활체육관,서울특별시 강서구 초록마을로15길 81,37.5420831,126.8527915
황금내근린공원 농구장,농구장,서울특별시 강서구 허준로 221-40,37.5652746,126.8535207
황금내근린공원 배드민턴장,배드민턴장,서울특별시 강서구 허준로 221-40,37.5652746,126.8535207
황금내근린공원 족구장,기타,서울특별시 강서구 허준로 221-40,37.5652746,126.8535207
황금내근린공원 테니스장,테니스장,서울특별시 강서구 허준로 221-40,37.5652746,126.8535207
황금내근린공원 풋살장,축구장,서울특별시 강서구 허준로 221-40,37.5652746,126.8535207
황학정,기타,서울특별시 종로구 사직로9길 15-32,37.5761741,126.966555
효창근린공원 농구장,농구장,서울특별시 용산구 효창원로 177-18,37.5444455,126.9623326
효창근린공원 배드민턴장,배드민턴장,서울특별시 용산구 효창원로 177-18,37.5444455,126.9623326
효창운동장,축구장,서울특별시 용산구 효창동 효창원로 177-15,37.5435131,126.9603523
효창종합사회복지관 수영장,수영장,서울특별시 용산구 효창원로 146-12 ,37.5414226,126.9631615
효창종합사회복지관 체육관,생활체육관,서울특별시 용산구 효창원로 146-12,37.5414226,126.9631615
훈련원공원종합체육관,생활체육관,서울특별시 중구 을지로 227 ,37.5669291,127.0043893
흑석체육센터,생활체육관,서울특별시 동작구 현충로 73,37.5100549,126.9634569
흑석체육센터 수영장,수영장,서울특별시 동작구 동작구 현충로 73 ,37.5100549,126.9634569
